question,query
who was the opponent in the finals in november 2008?,SELECT opponent in the final WHERE date EQL 24 november 2008
What Team had less than 1 point with a Zakspeed 871 chassis?,SELECT team WHERE points LT 1 AND chassis EQL zakspeed 871
What Team had less than 1 point with a Zakspeed 871 chassis?,SELECT team WHERE points LT 1 AND chassis EQL zakspeed 871
What date did the team play on week 8?,SELECT date WHERE week EQL 8
how did the team play last week?,SELECT date WHERE week EQL 8
on what date did the team play week 8?,SELECT date WHERE week EQL 8
what day did the team play on week 8?,SELECT date WHERE week EQL 8
what date did the team play on week 8?,SELECT date WHERE week EQL 8
"What Field was Commissioned in 1958, 2005?","SELECT field WHERE commissioned EQL 1958, 2005"
which field was commissioned in 1958?,"SELECT field WHERE commissioned EQL 1958, 2005"
What is the Annual Generation at Kawerau (Bope)?,SELECT annual generation (average gwh) WHERE name EQL kawerau (bope)
what is an annual generation of kawerau bope?,SELECT annual generation (average gwh) WHERE name EQL kawerau (bope)
What is the Name of the power station with a Capacity of 25 MW?,SELECT name WHERE capacity (mw) EQL 25
tell me the name of a power station with a capacity of 25mw?,SELECT name WHERE capacity (mw) EQL 25
tell me the name of a power station with a capacity of 25 mw?,SELECT name WHERE capacity (mw) EQL 25
What is the tone for gen.sing. plague?,"SELECT tone (latvian notation: /~/ - level, /^/ - broken) WHERE translation EQL gen.sing. plague"
What is the tone for gen.sing. plague?,"SELECT tone (latvian notation: /~/ - level, /^/ - broken) WHERE translation EQL gen.sing. plague"
"What is the career of player serhiy konovalov, who has less than 1 pct.?",SELECT career WHERE pct. LT 1 AND player EQL serhiy konovalov
how is serhiy konovalov's career?,SELECT career WHERE pct. LT 1 AND player EQL serhiy konovalov
what is serhiy konovalov's career?,SELECT career WHERE pct. LT 1 AND player EQL serhiy konovalov
what is the career of serhiy konovalov who has less than 1 pct?,SELECT career WHERE pct. LT 1 AND player EQL serhiy konovalov
What is the career of player andriy husyn?,SELECT career WHERE player EQL andriy husyn
tell me the career of andriy husyn?,SELECT career WHERE player EQL andriy husyn
what's the career of andriy husyn?,SELECT career WHERE player EQL andriy husyn
what is the career of andriy husyn?,SELECT career WHERE player EQL andriy husyn
what was the career of the player andriy husyn?,SELECT career WHERE player EQL andriy husyn
what is the career of a player andriy husyn?,SELECT career WHERE player EQL andriy husyn
which is the career of player andriy husyn?,SELECT career WHERE player EQL andriy husyn
what is the career of player andriy husyn?,SELECT career WHERE player EQL andriy husyn
What is the Laker's record when they played against Kansas City Kings?,SELECT record WHERE opponent EQL kansas city kings
what was laker's record when they played against the kansas city kings?,SELECT record WHERE opponent EQL kansas city kings
"What is the Hometown of the person with a height of 5'8""?","SELECT hometown (previous school) WHERE height EQL 5'8"""
"What is the Hometown of the person with a height of 5'8""?","SELECT hometown (previous school) WHERE height EQL 5'8"""
What is the Hometown of Tim Williams?,SELECT hometown (previous school) WHERE name EQL tim williams
what is tim williams's hometown?,SELECT hometown (previous school) WHERE name EQL tim williams
what's tim williams's hometown?,SELECT hometown (previous school) WHERE name EQL tim williams
what are tim williams's hometowns?,SELECT hometown (previous school) WHERE name EQL tim williams
tell me the home of tim williams?,SELECT hometown (previous school) WHERE name EQL tim williams
tell me the hometown of tim williams?,SELECT hometown (previous school) WHERE name EQL tim williams
what is the hometown of tim williams?,SELECT hometown (previous school) WHERE name EQL tim williams
What road is associated with Carson Valley county?,SELECT road WHERE county EQL carson valley
what highway is associated with carson valley county?,SELECT road WHERE county EQL carson valley
which road is associated with carson valley county?,SELECT road WHERE county EQL carson valley
"How many casinos are associated with a July 1, 2008 value of 1865746?",SELECT casinos WHERE 1-jul-08 EQL 1865746
how many casinos do you know associated with a value of 1865746?,SELECT casinos WHERE 1-jul-08 EQL 1865746
how many casinos are associated with a value of 1865746 in 2008?,SELECT casinos WHERE 1-jul-08 EQL 1865746
how many casinos are associated with a value of 1 july 2008 of 1865746?,SELECT casinos WHERE 1-jul-08 EQL 1865746
how many casinos associated with a july 1 2008 value of 1865746?,SELECT casinos WHERE 1-jul-08 EQL 1865746
how many casinos are associated with a july 1 2008 value of 1865746?,SELECT casinos WHERE 1-jul-08 EQL 1865746
What county has exactly 17 casinos?,SELECT county WHERE casinos EQL 17
which county has the most casinos?,SELECT county WHERE casinos EQL 17
which county has 17 casinos?,SELECT county WHERE casinos EQL 17
what county has 17 casinos?,SELECT county WHERE casinos EQL 17
which county has exactly 17 casinos?,SELECT county WHERE casinos EQL 17
what county has exactly 17 casinos?,SELECT county WHERE casinos EQL 17
What is the year First elected when the Member is John Armitage?,SELECT first elected WHERE member EQL john armitage
when is john armitage first elected?,SELECT first elected WHERE member EQL john armitage
is this the year the member was elected first?,SELECT first elected WHERE member EQL john armitage
"Who is the Electorate, when the year for First elected is 1974, and when the Party is Country?",SELECT electorate WHERE first elected EQL 1974 AND party EQL country
"Who is the Electorate, when the year for First elected is 1974, and when the Party is Country?",SELECT electorate WHERE first elected EQL 1974 AND party EQL country
"Who is the Member when the Party is Alp, and when the Electorate is Grey?",SELECT member WHERE party EQL alp AND electorate EQL grey
who is a member of the alp party when the electorate is grey?,SELECT member WHERE party EQL alp AND electorate EQL grey
who does it take when the party is alp and the electorate is grey?,SELECT member WHERE party EQL alp AND electorate EQL grey
who is a member when the party is alp and the electorate is grey?,SELECT member WHERE party EQL alp AND electorate EQL grey
who is the member when the party is alp and when the electorate is grey?,SELECT member WHERE party EQL alp AND electorate EQL grey
When did Jacques Chirac stop being a G8 leader?,SELECT ended time as senior g8 leader WHERE person EQL jacques chirac
when did jacques chirac quit his position as president of the g8?,SELECT ended time as senior g8 leader WHERE person EQL jacques chirac
when did jacques chirac quit as a member of the g8?,SELECT ended time as senior g8 leader WHERE person EQL jacques chirac
why did jacques chirac stop leading the g8?,SELECT ended time as senior g8 leader WHERE person EQL jacques chirac
why was jacques chirac stopped being a g8 leader?,SELECT ended time as senior g8 leader WHERE person EQL jacques chirac
When did the Prime Minister of Italy take office?,SELECT entered office as head of state or government WHERE office EQL prime minister of italy
when did the italian prime minister become prime minister?,SELECT entered office as head of state or government WHERE office EQL prime minister of italy
when did the prime minister of italy become prime minister?,SELECT entered office as head of state or government WHERE office EQL prime minister of italy
when did italy's prime minister take office?,SELECT entered office as head of state or government WHERE office EQL prime minister of italy
when did the prime minister of italy take office?,SELECT entered office as head of state or government WHERE office EQL prime minister of italy
Name the owners 2009 for south side indianapolis,SELECT owner(s) (2009) WHERE location EQL south side indianapolis
Name the owners 2009 for south side indianapolis,SELECT owner(s) (2009) WHERE location EQL south side indianapolis
Name the stacks for 1 1969 2 1995,SELECT stacks WHERE in service dates EQL 1 1969 2 1995
Name the stacks for 1 1969 2 1995,SELECT stacks WHERE in service dates EQL 1 1969 2 1995
When no.55 ipb spartak racing is the g1 winning team what are the results?,SELECT results WHERE gt1 winning team EQL no.55 ipb spartak racing
which team won the first g1?,SELECT results WHERE gt1 winning team EQL no.55 ipb spartak racing
tell me the results of ipb spartak racing's g1 victory?,SELECT results WHERE gt1 winning team EQL no.55 ipb spartak racing
What's the Chinese name of the wudaokou station?,SELECT chinese name WHERE station name EQL wudaokou
tell me the chinese name of wudaokou station?,SELECT chinese name WHERE station name EQL wudaokou
tell me the chinese name of the wudaokou station?,SELECT chinese name WHERE station name EQL wudaokou
what is the chinese name of the wudawoakou station?,SELECT chinese name WHERE station name EQL wudaokou
which is the chinese name of the wudaokou station?,SELECT chinese name WHERE station name EQL wudaokou
what is the chinese name of the wudaokou station?,SELECT chinese name WHERE station name EQL wudaokou
"What's the transfer distance (km) larger than 36.5, at the station of guangximen?",SELECT transfers WHERE distance (km) GT 36.5 AND station name EQL guangximen
tell me the transfer distance is more than 36 at the station in guangximen?,SELECT transfers WHERE distance (km) GT 36.5 AND station name EQL guangximen
